exercicio,cod_ibge,populacao,instituicao,entregavel,periodo,periodicidade,status_relatorio,data_status,forma_envio,tipo_relatorio
2015,52,6523222,Governo do Estado de Goiás,Balanço Anual (DCA),1,A,HO,2016-06-09T22:32:02Z,P,P
2015,52,6523222,Governo do Estado de Goiás,Relatório de Gestão Fiscal,1,Q,HO,2015-05-30T00:30:42Z,P,P
2015,52,6523222,Governo do Estado de Goiás,Relatório de Gestão Fiscal,2,Q,RE,2015-10-08T22:30:15Z,P,P
2015,52,6523222,Governo do Estado de Goiás,Relatório de Gestão Fiscal,3,Q,HO,2016-01-30T22:30:31Z,P,P
2015,52,6523222,Governo do Estado de Goiás,Relatório Resumido de Execução Orçamentária,1,B,HO,2015-04-02T00:30:48Z,P,P
2015,52,6523222,Governo do Estado de Goiás,Relatório Resumido de Execução Orçamentária,2,B,HO,2015-05-28T09:46:00Z,P,P
2015,52,6523222,Governo do Estado de Goiás,Relatório Resumido de Execução Orçamentária,3,B,HO,2015-07-29T09:54:58Z,P,P
2015,52,6523222,Governo do Estado de Goiás,Relatório Resumido de Execução Orçamentária,4,B,HO,2015-10-02T00:30:29Z,P,P
2015,52,6523222,Governo do Estado de Goiás,Relatório Resumido de Execução Orçamentária,5,B,HO,2015-11-24T10:50:20Z,P,P
2015,52,6523222,Governo do Estado de Goiás,Relatório Resumido de Execução Orçamentária,6,B,HO,2016-01-27T09:18:18Z,P,P
2015,52,6523222,Ministério Público do Estado de Goiás,Relatório de Gestão Fiscal,2,Q,HO,2015-09-29T09:14:43Z,F,P
2015,52,6523222,Ministério Público do Estado de Goiás,Relatório de Gestão Fiscal,3,Q,HO,2016-01-27T11:09:43Z,P,P
2015,51,3224357,Assembleia Legislativa do Estado do Mato Grosso,Relatório de Gestão Fiscal,1,Q,HO,2015-09-12T00:30:03Z,P,P
2015,51,3224357,Assembleia Legislativa do Estado do Mato Grosso,Relatório de Gestão Fiscal,2,Q,HO,2015-09-30T17:26:17Z,P,P
2015,51,3224357,Assembleia Legislativa do Estado do Mato Grosso,Relatório de Gestão Fiscal,3,Q,HO,2016-02-25T22:30:46Z,F,P
2015,51,3224357,Defensoria Pública do Estado do Mato Grosso,Relatório de Gestão Fiscal,1,Q,HO,2015-10-02T00:31:59Z,P,P
2015,51,3224357,Defensoria Pública do Estado do Mato Grosso,Relatório de Gestão Fiscal,2,Q,HO,2015-10-02T00:31:59Z,P,P
2015,51,3224357,Defensoria Pública do Estado do Mato Grosso,Relatório de Gestão Fiscal,3,Q,HO,2016-03-15T22:30:16Z,P,P
2015,51,3224357,Governo do Estado do Mato Grosso,Balanço Anual (DCA),1,A,HO,2016-06-01T22:30:50Z,F,P
2015,51,3224357,Governo do Estado do Mato Grosso,Relatório de Gestão Fiscal,1,Q,RE,2016-02-02T22:30:09Z,P,P
2015,51,3224357,Governo do Estado do Mato Grosso,Relatório de Gestão Fiscal,2,Q,HO,2015-10-02T00:31:17Z,P,P
2015,51,3224357,Governo do Estado do Mato Grosso,Relatório de Gestão Fiscal,3,Q,RE,2016-04-29T22:30:46Z,P,P
2015,51,3224357,Governo do Estado do Mato Grosso,Relatório Resumido de Execução Orçamentária,1,B,HO,2015-04-07T00:30:39Z,P,P
2015,51,3224357,Governo do Estado do Mato Grosso,Relatório Resumido de Execução Orçamentária,2,B,HO,2015-06-02T15:16:06Z,P,P
2015,51,3224357,Governo do Estado do Mato Grosso,Relatório Resumido de Execução Orçamentária,3,B,HO,2015-07-30T18:40:38Z,P,P
2015,51,3224357,Governo do Estado do Mato Grosso,Relatório Resumido de Execução Orçamentária,4,B,HO,2015-10-02T00:31:59Z,P,P
2015,51,3224357,Governo do Estado do Mato Grosso,Relatório Resumido de Execução Orçamentária,5,B,HO,2015-11-27T16:19:23Z,P,P
2015,51,3224357,Governo do Estado do Mato Grosso,Relatório Resumido de Execução Orçamentária,6,B,RE,2016-04-29T22:30:57Z,P,P
2015,51,3224357,Ministério Público do Estado do Mato Grosso,Relatório de Gestão Fiscal,1,Q,HO,2015-06-25T00:30:41Z,P,P
2015,51,3224357,Ministério Público do Estado do Mato Grosso,Relatório de Gestão Fiscal,2,Q,HO,2015-09-29T11:02:53Z,P,P
2015,51,3224357,Ministério Público do Estado do Mato Grosso,Relatório de Gestão Fiscal,3,Q,RE,2016-04-26T22:30:24Z,P,P
2015,51,3224357,Tribunal de Contas do Estado do Mato Grosso,Relatório de Gestão Fiscal,1,Q,HO,2016-05-20T22:31:15Z,P,P
2015,51,3224357,Tribunal de Contas do Estado do Mato Grosso,Relatório de Gestão Fiscal,2,Q,HO,2016-05-20T22:31:16Z,P,P
2015,51,3224357,Tribunal de Contas do Estado do Mato Grosso,Relatório de Gestão Fiscal,3,Q,HO,2016-05-20T22:31:16Z,P,P
2015,51,3224357,Tribunal de Justiça do Estado do Mato Grosso,Relatório de Gestão Fiscal,1,Q,HO,2015-06-26T15:08:59Z,P,P
2015,51,3224357,Tribunal de Justiça do Estado do Mato Grosso,Relatório de Gestão Fiscal,2,Q,HO,2015-09-30T12:31:31Z,P,P
2015,51,3224357,Tribunal de Justiça do Estado do Mato Grosso,Relatório de Gestão Fiscal,3,Q,RE,2016-06-24T17:01:26Z,P,P
2015,50,2619657,Governo do Estado do Mato Grosso do Sul,Balanço Anual (DCA),1,A,HO,2016-05-31T13:01:18Z,P,P
2015,50,2619657,Governo do Estado do Mato Grosso do Sul,Relatório de Gestão Fiscal,1,Q,HO,2015-12-22T22:31:11Z,P,P
2015,50,2619657,Governo do Estado do Mato Grosso do Sul,Relatório de Gestão Fiscal,2,Q,HO,2016-04-13T22:31:02Z,P,P
2015,50,2619657,Governo do Estado do Mato Grosso do Sul,Relatório de Gestão Fiscal,3,Q,HO,2016-06-29T22:31:05Z,P,P
2015,50,2619657,Governo do Estado do Mato Grosso do Sul,Relatório Resumido de Execução Orçamentária,1,B,HO,2015-12-22T22:31:08Z,P,P
2015,50,2619657,Governo do Estado do Mato Grosso do Sul,Relatório Resumido de Execução Orçamentária,2,B,HO,2015-12-22T22:31:34Z,P,P
2015,50,2619657,Governo do Estado do Mato Grosso do Sul,Relatório Resumido de Execução Orçamentária,3,B,HO,2016-04-13T22:30:41Z,P,P
2015,50,2619657,Governo do Estado do Mato Grosso do Sul,Relatório Resumido de Execução Orçamentária,4,B,HO,2016-04-13T22:30:53Z,P,P
2015,50,2619657,Governo do Estado do Mato Grosso do Sul,Relatório Resumido de Execução Orçamentária,5,B,HO,2016-04-13T22:31:01Z,P,P
2015,50,2619657,Governo do Estado do Mato Grosso do Sul,Relatório Resumido de Execução Orçamentária,6,B,HO,2016-06-29T22:30:40Z,P,P
2015,43,11207274,Assembleia Legislativa do Estado do Rio Grande do Sul,Relatório de Gestão Fiscal,1,Q,HO,2015-05-29T17:56:01Z,F,P
2015,43,11207274,Assembleia Legislativa do Estado do Rio Grande do Sul,Relatório de Gestão Fiscal,2,Q,HO,2015-09-30T11:28:01Z,F,P
2015,43,11207274,Assembleia Legislativa do Estado do Rio Grande do Sul,Relatório de Gestão Fiscal,3,Q,HO,2016-01-29T15:53:33Z,P,P
2015,43,11207274,Defensoria Pública do Estado do Rio Grande do Sul,Relatório de Gestão Fiscal,1,Q,HO,2015-06-12T11:00:03Z,P,P
2015,43,11207274,Defensoria Pública do Estado do Rio Grande do Sul,Relatório de Gestão Fiscal,2,Q,HO,2015-09-24T18:12:24Z,P,P
2015,43,11207274,Defensoria Pública do Estado do Rio Grande do Sul,Relatório de Gestão Fiscal,3,Q,HO,2016-01-28T17:59:55Z,P,P
2015,43,11207274,Governo do Estado do Rio Grande do Sul,Balanço Anual (DCA),1,A,HO,2016-06-01T22:33:07Z,P,P
2015,43,11207274,Governo do Estado do Rio Grande do Sul,Relatório de Gestão Fiscal,1,Q,HO,2015-05-29T15:12:38Z,P,P
2015,43,11207274,Governo do Estado do Rio Grande do Sul,Relatório de Gestão Fiscal,2,Q,HO,2015-09-29T15:26:06Z,P,P
2015,43,11207274,Governo do Estado do Rio Grande do Sul,Relatório de Gestão Fiscal,3,Q,HO,2016-03-29T22:30:41Z,P,P
2015,43,11207274,Governo do Estado do Rio Grande do Sul,Relatório Resumido de Execução Orçamentária,1,B,HO,2015-03-27T14:39:38Z,P,P
2015,43,11207274,Governo do Estado do Rio Grande do Sul,Relatório Resumido de Execução Orçamentária,2,B,HO,2015-05-29T15:12:11Z,P,P
2015,43,11207274,Governo do Estado do Rio Grande do Sul,Relatório Resumido de Execução Orçamentária,3,B,HO,2015-07-28T14:49:38Z,P,P
2015,43,11207274,Governo do Estado do Rio Grande do Sul,Relatório Resumido de Execução Orçamentária,4,B,HO,2015-09-29T15:25:16Z,P,P
2015,43,11207274,Governo do Estado do Rio Grande do Sul,Relatório Resumido de Execução Orçamentária,5,B,HO,2015-11-24T15:02:29Z,P,P
2015,43,11207274,Governo do Estado do Rio Grande do Sul,Relatório Resumido de Execução Orçamentária,6,B,HO,2016-01-29T10:48:24Z,P,P
2015,43,11207274,Ministério Público do Estado do Rio Grande do Sul,Relatório de Gestão Fiscal,1,Q,HO,2015-05-29T14:54:39Z,F,P
2015,43,11207274,Ministério Público do Estado do Rio Grande do Sul,Relatório de Gestão Fiscal,2,Q,HO,2015-09-30T00:31:38Z,F,P
2015,43,11207274,Ministério Público do Estado do Rio Grande do Sul,Relatório de Gestão Fiscal,3,Q,HO,2016-01-26T15:54:12Z,F,P
2015,43,11207274,Tribunal de Contas do Estado do Rio Grande do Sul,Relatório de Gestão Fiscal,1,Q,HO,2015-05-29T15:15:26Z,P,P
2015,43,11207274,Tribunal de Contas do Estado do Rio Grande do Sul,Relatório de Gestão Fiscal,2,Q,HO,2015-09-28T11:50:54Z,P,P
2015,43,11207274,Tribunal de Contas do Estado do Rio Grande do Sul,Relatório de Gestão Fiscal,3,Q,HO,2016-01-27T17:42:00Z,P,P
2015,43,11207274,Tribunal de Justiça Militar do Rio Grande do Sul,Relatório de Gestão Fiscal,1,Q,HO,2015-05-29T15:40:43Z,P,P
2015,43,11207274,Tribunal de Justiça Militar do Rio Grande do Sul,Relatório de Gestão Fiscal,2,Q,HO,2015-09-28T10:44:01Z,P,P
2015,43,11207274,Tribunal de Justiça Militar do Rio Grande do Sul,Relatório de Gestão Fiscal,3,Q,HO,2016-01-29T10:12:18Z,F,P
2015,43,11207274,Tribunal de Justiça do Estado do Rio Grande do Sul,Relatório de Gestão Fiscal,1,Q,HO,2015-05-29T13:46:34Z,P,P
2015,43,11207274,Tribunal de Justiça do Estado do Rio Grande do Sul,Relatório de Gestão Fiscal,2,Q,HO,2015-09-24T14:32:47Z,F,P
2015,43,11207274,Tribunal de Justiça do Estado do Rio Grande do Sul,Relatório de Gestão Fiscal,3,Q,HO,2016-01-28T19:24:49Z,P,P
2015,42,6727148,Assembleia Legislativa do Estado de Santa Catarina,Relatório de Gestão Fiscal,1,Q,HO,2015-06-30T00:30:17Z,F,P
2015,42,6727148,Assembleia Legislativa do Estado de Santa Catarina,Relatório de Gestão Fiscal,2,Q,HO,2015-10-03T00:30:45Z,P,P
2015,42,6727148,Assembleia Legislativa do Estado de Santa Catarina,Relatório de Gestão Fiscal,3,Q,HO,2016-02-03T22:30:57Z,F,P
2015,42,6727148,Defensoria Pública do Estado de Santa Catarina,Relatório de Gestão Fiscal,1,Q,HO,2015-06-09T00:32:11Z,P,P
2015,42,6727148,Defensoria Pública do Estado de Santa Catarina,Relatório de Gestão Fiscal,2,Q,HO,2015-09-30T16:48:36Z,P,P
2015,42,6727148,Defensoria Pública do Estado de Santa Catarina,Relatório de Gestão Fiscal,3,Q,HO,2016-01-29T16:02:41Z,P,P
2015,42,6727148,Governo do Estado de Santa Catarina,Balanço Anual (DCA),1,A,HO,2016-05-11T14:13:28Z,P,P
2015,42,6727148,Governo do Estado de Santa Catarina,Relatório de Gestão Fiscal,1,Q,HO,2015-05-29T17:04:37Z,P,P
2015,42,6727148,Governo do Estado de Santa Catarina,Relatório de Gestão Fiscal,2,Q,HO,2015-09-30T17:53:15Z,P,P
2015,42,6727148,Governo do Estado de Santa Catarina,Relatório de Gestão Fiscal,3,Q,RE,2016-05-13T14:51:42Z,P,P
2015,42,6727148,Governo do Estado de Santa Catarina,Relatório Resumido de Execução Orçamentária,1,B,HO,2015-03-27T16:43:11Z,P,P
2015,42,6727148,Governo do Estado de Santa Catarina,Relatório Resumido de Execução Orçamentária,2,B,HO,2015-05-28T13:41:14Z,P,P
2015,42,6727148,Governo do Estado de Santa Catarina,Relatório Resumido de Execução Orçamentária,3,B,RE,2015-12-04T15:37:36Z,P,P
2015,42,6727148,Governo do Estado de Santa Catarina,Relatório Resumido de Execução Orçamentária,4,B,RE,2015-12-04T15:40:51Z,P,P
2015,42,6727148,Governo do Estado de Santa Catarina,Relatório Resumido de Execução Orçamentária,5,B,HO,2015-11-20T18:26:01Z,P,P
2015,42,6727148,Governo do Estado de Santa Catarina,Relatório Resumido de Execução Orçamentária,6,B,HO,2016-01-28T14:35:38Z,P,P
2015,42,6727148,Ministério Público do Estado de Santa Catarina,Relatório de Gestão Fiscal,1,Q,HO,2015-05-29T19:32:24Z,P,P
2015,42,6727148,Ministério Público do Estado de Santa Catarina,Relatório de Gestão Fiscal,2,Q,HO,2015-09-28T15:58:07Z,P,P
2015,42,6727148,Ministério Público do Estado de Santa Catarina,Relatório de Gestão Fiscal,3,Q,HO,2016-01-28T14:16:30Z,P,P
2015,42,6727148,Tribunal de Contas do Estado de Santa Catarina,Relatório de Gestão Fiscal,1,Q,HO,2015-06-09T00:30:46Z,P,P
2015,42,6727148,Tribunal de Contas do Estado de Santa Catarina,Relatório de Gestão Fiscal,2,Q,HO,2015-09-29T18:07:59Z,P,P
2015,42,6727148,Tribunal de Contas do Estado de Santa Catarina,Relatório de Gestão Fiscal,3,Q,HO,2016-01-28T18:45:00Z,F,P
2015,42,6727148,Tribunal de Justiça do Estado de Santa Catarina,Relatório de Gestão Fiscal,1,Q,HO,2015-05-29T18:29:24Z,F,P
2015,42,6727148,Tribunal de Justiça do Estado de Santa Catarina,Relatório de Gestão Fiscal,2,Q,HO,2015-09-29T16:59:12Z,F,P
2015,42,6727148,Tribunal de Justiça do Estado de Santa Catarina,Relatório de Gestão Fiscal,3,Q,HO,2016-01-28T19:19:59Z,F,P
2015,41,11081692,Assembleia Legislativa do Estado do Paraná,Relatório de Gestão Fiscal,1,Q,RE,2015-09-29T17:54:21Z,F,P
2015,41,11081692,Assembleia Legislativa do Estado do Paraná,Relatório de Gestão Fiscal,2,Q,HO,2015-09-30T14:52:59Z,F,P
2015,41,11081692,Assembleia Legislativa do Estado do Paraná,Relatório de Gestão Fiscal,3,Q,RE,2016-11-30T11:36:22Z,F,P
2015,41,11081692,Defensoria Pública do Estado do Paraná,Relatório de Gestão Fiscal,1,Q,HO,2015-06-11T00:30:54Z,P,P
2015,41,11081692,Defensoria Pública do Estado do Paraná,Relatório de Gestão Fiscal,2,Q,HO,2015-09-21T17:13:38Z,P,P
2015,41,11081692,Defensoria Pública do Estado do Paraná,Relatório de Gestão Fiscal,3,Q,RE,2016-09-27T16:06:31Z,P,P
2015,41,11081692,Governo do Estado do Paraná,Balanço Anual (DCA),1,A,HO,2016-05-31T22:30:49Z,F,P
2015,41,11081692,Governo do Estado do Paraná,Relatório de Gestão Fiscal,1,Q,HO,2015-07-08T00:30:08Z,F,P
2015,41,11081692,Governo do Estado do Paraná,Relatório de Gestão Fiscal,2,Q,HO,2015-11-30T22:30:21Z,F,P
2015,41,11081692,Governo do Estado do Paraná,Relatório de Gestão Fiscal,3,Q,RE,2016-11-28T22:30:21Z,P,P
2015,41,11081692,Governo do Estado do Paraná,Relatório Resumido de Execução Orçamentária,1,B,RE,2015-06-13T00:30:10Z,F,P
2015,41,11081692,Governo do Estado do Paraná,Relatório Resumido de Execução Orçamentária,2,B,HO,2015-06-13T00:30:21Z,P,P
2015,41,11081692,Governo do Estado do Paraná,Relatório Resumido de Execução Orçamentária,3,B,HO,2015-07-31T00:30:37Z,F,P
2015,41,11081692,Governo do Estado do Paraná,Relatório Resumido de Execução Orçamentária,4,B,HO,2015-11-30T22:30:17Z,F,P
2015,41,11081692,Governo do Estado do Paraná,Relatório Resumido de Execução Orçamentária,5,B,HO,2015-11-30T22:32:06Z,F,P
2015,41,11081692,Governo do Estado do Paraná,Relatório Resumido de Execução Orçamentária,6,B,RE,2016-11-28T22:30:20Z,P,P
2015,41,11081692,Ministério Público do Estado do Paraná,Relatório de Gestão Fiscal,1,Q,RE,2015-09-30T00:30:23Z,F,P
2015,41,11081692,Ministério Público do Estado do Paraná,Relatório de Gestão Fiscal,2,Q,HO,2015-09-30T00:31:27Z,F,P
2015,41,11081692,Ministério Público do Estado do Paraná,Relatório de Gestão Fiscal,3,Q,HO,2016-01-30T22:30:11Z,F,P
2015,41,11081692,Tribunal de Contas do Estado do Paraná,Relatório de Gestão Fiscal,1,Q,RE,2015-09-30T17:16:39Z,F,P
2015,41,11081692,Tribunal de Contas do Estado do Paraná,Relatório de Gestão Fiscal,2,Q,HO,2015-09-30T17:14:57Z,F,P
2015,41,11081692,Tribunal de Contas do Estado do Paraná,Relatório de Gestão Fiscal,3,Q,RE,2016-12-06T22:30:04Z,F,P
2015,41,11081692,Tribunal de Justiça do Estado do Paraná,Relatório de Gestão Fiscal,1,Q,RE,2015-10-03T00:30:03Z,F,P
2015,41,11081692,Tribunal de Justiça do Estado do Paraná,Relatório de Gestão Fiscal,2,Q,HO,2015-10-02T00:32:11Z,F,P
2015,41,11081692,Tribunal de Justiça do Estado do Paraná,Relatório de Gestão Fiscal,3,Q,HO,2016-01-30T22:32:14Z,F,P
2015,35,44035304,Assembleia Legislativa do Estado de São Paulo,Relatório de Gestão Fiscal,1,Q,HO,2015-05-29T20:05:34Z,P,P
2015,35,44035304,Assembleia Legislativa do Estado de São Paulo,Relatório de Gestão Fiscal,2,Q,HO,2015-09-29T19:19:05Z,P,P
2015,35,44035304,Assembleia Legislativa do Estado de São Paulo,Relatório de Gestão Fiscal,3,Q,HO,2016-01-29T14:47:55Z,P,P
2015,35,44035304,Defensoria Pública do Estado de São Paulo,Relatório de Gestão Fiscal,3,Q,HO,2016-01-30T22:31:27Z,P,P
2015,35,44035304,Governo do Estado de São Paulo,Balanço Anual (DCA),1,A,RE,2016-06-10T22:31:01Z,P,P
2015,35,44035304,Governo do Estado de São Paulo,Relatório de Gestão Fiscal,1,Q,HO,2015-05-30T00:30:37Z,P,P
2015,35,44035304,Governo do Estado de São Paulo,Relatório de Gestão Fiscal,2,Q,RE,2015-10-03T00:30:30Z,P,P
2015,35,44035304,Governo do Estado de São Paulo,Relatório de Gestão Fiscal,3,Q,RE,2016-06-20T22:30:02Z,P,P
2015,35,44035304,Governo do Estado de São Paulo,Relatório Resumido de Execução Orçamentária,1,B,HO,2015-04-03T00:30:08Z,P,P
2015,35,44035304,Governo do Estado de São Paulo,Relatório Resumido de Execução Orçamentária,2,B,HO,2015-05-30T00:31:00Z,P,P
2015,35,44035304,Governo do Estado de São Paulo,Relatório Resumido de Execução Orçamentária,3,B,HO,2015-07-30T00:31:39Z,P,P
2015,35,44035304,Governo do Estado de São Paulo,Relatório Resumido de Execução Orçamentária,4,B,HO,2015-09-30T00:32:03Z,P,P
2015,35,44035304,Governo do Estado de São Paulo,Relatório Resumido de Execução Orçamentária,5,B,HO,2015-11-30T22:33:17Z,P,P
2015,35,44035304,Governo do Estado de São Paulo,Relatório Resumido de Execução Orçamentária,6,B,RE,2016-05-06T22:30:22Z,P,P
2015,35,44035304,Ministério Público do Estado de São Paulo,Relatório de Gestão Fiscal,1,Q,HO,2015-10-06T00:31:54Z,P,P
2015,35,44035304,Ministério Público do Estado de São Paulo,Relatório de Gestão Fiscal,2,Q,HO,2015-10-06T00:31:54Z,P,P
2015,35,44035304,Ministério Público do Estado de São Paulo,Relatório de Gestão Fiscal,3,Q,HO,2016-01-29T22:38:45Z,F,P
2015,35,44035304,Tribunal de Contas do Estado de São Paulo,Relatório de Gestão Fiscal,1,Q,HO,2016-01-29T22:31:00Z,P,P
2015,35,44035304,Tribunal de Contas do Estado de São Paulo,Relatório de Gestão Fiscal,2,Q,HO,2016-01-29T22:31:06Z,P,P
2015,35,44035304,Tribunal de Contas do Estado de São Paulo,Relatório de Gestão Fiscal,3,Q,HO,2016-01-30T22:32:21Z,P,P
2015,35,44035304,Tribunal de Justiça Militar de São Paulo,Relatório de Gestão Fiscal,1,Q,HO,2015-12-17T22:30:03Z,P,P
2015,35,44035304,Tribunal de Justiça Militar de São Paulo,Relatório de Gestão Fiscal,2,Q,HO,2015-12-17T22:30:24Z,P,P
2015,35,44035304,Tribunal de Justiça Militar de São Paulo,Relatório de Gestão Fiscal,3,Q,HO,2016-01-29T20:30:54Z,P,P
2015,35,44035304,Tribunal de Justiça do Estado de São Paulo,Relatório de Gestão Fiscal,1,Q,HO,2015-05-30T00:30:41Z,P,P
2015,35,44035304,Tribunal de Justiça do Estado de São Paulo,Relatório de Gestão Fiscal,2,Q,HO,2015-09-30T00:32:07Z,P,P
2015,35,44035304,Tribunal de Justiça do Estado de São Paulo,Relatório de Gestão Fiscal,3,Q,HO,2016-01-30T22:30:10Z,F,P
2015,33,16461173,Assembleia Legislativa do Estado do Rio de Janeiro,Relatório de Gestão Fiscal,1,Q,HO,2018-05-29T12:39:19Z,F,P
2015,33,16461173,Assembleia Legislativa do Estado do Rio de Janeiro,Relatório de Gestão Fiscal,2,Q,HO,2018-05-29T13:23:19Z,F,P
2015,33,16461173,Assembleia Legislativa do Estado do Rio de Janeiro,Relatório de Gestão Fiscal,3,Q,HO,2018-05-29T13:44:25Z,F,P
2015,33,16461173,Governo do Estado do Rio de Janeiro,Balanço Anual (DCA),1,A,HO,2016-05-10T18:35:53Z,P,P
2015,33,16461173,Governo do Estado do Rio de Janeiro,Relatório de Gestão Fiscal,1,Q,HO,2015-05-29T18:59:43Z,P,P
2015,33,16461173,Governo do Estado do Rio de Janeiro,Relatório de Gestão Fiscal,2,Q,HO,2015-10-09T16:51:53Z,P,P
2015,33,16461173,Governo do Estado do Rio de Janeiro,Relatório de Gestão Fiscal,3,Q,RE,2018-08-21T22:30:05Z,P,P
2015,33,16461173,Governo do Estado do Rio de Janeiro,Relatório Resumido de Execução Orçamentária,1,B,HO,2015-04-17T00:31:28Z,P,P
2015,33,16461173,Governo do Estado do Rio de Janeiro,Relatório Resumido de Execução Orçamentária,2,B,HO,2015-05-29T19:00:03Z,P,P
2015,33,16461173,Governo do Estado do Rio de Janeiro,Relatório Resumido de Execução Orçamentária,3,B,HO,2015-08-04T00:30:31Z,P,P
2015,33,16461173,Governo do Estado do Rio de Janeiro,Relatório Resumido de Execução Orçamentária,4,B,HO,2015-10-06T22:31:08Z,P,P
2015,33,16461173,Governo do Estado do Rio de Janeiro,Relatório Resumido de Execução Orçamentária,5,B,HO,2015-12-07T19:12:38Z,P,P
2015,33,16461173,Governo do Estado do Rio de Janeiro,Relatório Resumido de Execução Orçamentária,6,B,HO,2016-02-04T22:33:00Z,P,P
2015,33,16461173,Ministério Público do Estado do Rio de Janeiro,Relatório de Gestão Fiscal,1,Q,HO,2015-05-29T18:10:26Z,F,P
2015,33,16461173,Ministério Público do Estado do Rio de Janeiro,Relatório de Gestão Fiscal,2,Q,HO,2015-09-30T14:36:05Z,F,P
2015,33,16461173,Ministério Público do Estado do Rio de Janeiro,Relatório de Gestão Fiscal,3,Q,HO,2016-01-29T19:41:43Z,F,P
2015,33,16461173,Tribunal de Contas do Estado do Rio de Janeiro,Relatório de Gestão Fiscal,1,Q,HO,2016-02-22T22:30:19Z,P,P
2015,33,16461173,Tribunal de Contas do Estado do Rio de Janeiro,Relatório de Gestão Fiscal,2,Q,HO,2016-02-22T22:30:20Z,P,P
2015,33,16461173,Tribunal de Contas do Estado do Rio de Janeiro,Relatório de Gestão Fiscal,3,Q,HO,2016-02-26T15:16:36Z,F,P
2015,33,16461173,Tribunal de Justiça do Estado do Rio de Janeiro,Relatório de Gestão Fiscal,1,Q,HO,2015-09-22T12:18:42Z,F,P
2015,33,16461173,Tribunal de Justiça do Estado do Rio de Janeiro,Relatório de Gestão Fiscal,2,Q,HO,2015-09-29T14:17:21Z,F,P
2015,33,16461173,Tribunal de Justiça do Estado do Rio de Janeiro,Relatório de Gestão Fiscal,3,Q,HO,2016-02-24T22:30:34Z,F,P
2015,32,3885049,Assembleia Legislativa do Estado do Espírito Santo,Relatório de Gestão Fiscal,1,Q,HO,2015-05-29T14:19:46Z,F,P
2015,32,3885049,Assembleia Legislativa do Estado do Espírito Santo,Relatório de Gestão Fiscal,2,Q,HO,2015-09-29T09:46:16Z,F,P
2015,32,3885049,Assembleia Legislativa do Estado do Espírito Santo,Relatório de Gestão Fiscal,3,Q,HO,2016-01-26T15:28:37Z,F,P
2015,32,3885049,Defensoria Pública do Estado do Espírito Santo,Relatório de Gestão Fiscal,1,Q,HO,2015-10-01T00:30:01Z,P,P
2015,32,3885049,Defensoria Pública do Estado do Espírito Santo,Relatório de Gestão Fiscal,2,Q,HO,2015-10-01T00:30:34Z,P,P
